IncidentNumber,Latitude,Longitude,ApproximateVolumeM3,ReportedDate,ReportedYear,IncidentType_EN_LIST,IncidentStatus_EN,CompanyName_EN,NearestPopulationCenter_EN,ProvinceName_EN,SubstanceName_EN,ReleaseType_EN,PipelinePhase_EN,WerePipelineSystemComponentsInvolved,PipelineComponent_EN_LIST,WhatHappened_EN_LIST,WhyItHappened_EN_LIST
INC2013-038,49.801251,-86.760603,Not Provided,2013-03-04T00:00:00,2013,Release of Substance,Closed,TransCanada PipeLines Limited,Geraldton,Ontario,Natural Gas - Sweet,Gas,Operation,Yes,Compression,"Corrosion and Cracking,Defect and Deterioration",Maintenance
INC2013-031,49.681165,-95.374581,Not Provided,2013-02-21T00:00:00,2013,Release of Substance,Closed,TransCanada PipeLines Limited,Falcon Lake,Manitoba,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Equipment Failure,Maintenance
INC2013-030,50.060735,-110.729591,Not Provided,2013-02-19T00:00:00,2013,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Redcliff,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Equipment Failure,Maintenance
INC2013-028,55.22444444,-114.8005555,Not Provided,2013-02-14T00:00:00,2013,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Slave Lake,Alberta,Natural Gas - Sweet,Gas,Operation,No,Not Available,To be determined,To be determined
INC2013-025,54.095087,-112.305849,Not Applicable,2013-02-12T00:00:00,2013,Fire,Closed,NOVA Gas Transmission Ltd.,Vegreville,Alberta,Not applicable,Not applicable,Maintenance,Yes,"Processing Plant,Storage",External Interference,"Engineering and Planning,Maintenance"
INC2013-024,57.02618,-111.69054,Not Provided,2013-02-10T00:00:00,2013,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Fort McMurray,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Corrosion and Cracking,Standards and Procedures
INC2013-018,50.18688,-103.17213,7.7000,2013-02-02T00:00:00,2013,Release of Substance,Closed,Enbridge Pipelines Inc.,Glenavon,Saskatchewan,Crude Oil - Sweet,Liquid,Operation,No,Not Available,"Corrosion and Cracking,External Interference,Incorrect Operation,Natural Force Damage","Maintenance,Natural or Environmental Forces"
INC2013-016,44.375026,-65.031085,1000.0000,2013-02-01T00:00:00,2013,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Caledonia,Nova Scotia,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Equipment Failure,Standards and Procedures
INC2013-015,59.20188,-121.600162,Not Applicable,2013-01-30T00:00:00,2013,Serious Injury (CER or TSB),Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,British Columbia,Not applicable,Not applicable,Construction,No,Not Available,Incorrect Operation,Human Factors
INC2013-012,53.96046,-116.46003,Not Provided,2013-01-26T00:00:00,2013,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Whitecourt,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Corrosion and Cracking,Maintenance
INC2013-011,44.68344,-75.62107,1.0000,2013-01-26T00:00:00,2013,Release of Substance,Closed,TransCanada PipeLines Limited,Brockville,Ontario,Natural Gas - Sweet,Gas,Operation,No,Not Available,Natural Force Damage,Natural or Environmental Forces
INC2013-010,57.11437,-117.45693,Not Provided,2013-01-25T00:00:00,2013,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Manning,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Equipment Failure,Maintenance
INC2013-007,56.1442,-120.67138,9.1000,2013-01-21T00:00:00,2013,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,British Columbia,Condensate,Liquid,Operation,Yes,Pumping,Equipment Failure,Maintenance
INC2013-005,49.789417,-92.765515,Not Provided,2013-01-15T00:00:00,2013,Release of Substance,Closed,TransCanada PipeLines Limited,Dryden,Ontario,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Corrosion and Cracking,Maintenance
INC2013-004,45.17741,-61.6223,679.0000,2013-01-08T00:00:00,2013,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Goldboro,Nova Scotia,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Equipment Failure,Standards and Procedures
INC2013-003,43.87366,-79.57983,Not Applicable,2013-01-08T00:00:00,2013,Fire,Closed,TransCanada PipeLines Limited,Maple,Ontario,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Maintenance
INC2012-202,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-201,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-200,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-199,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-198,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-197,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-196,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-195,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-194,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-193,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-192,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-191,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-190,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-189,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-188,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-187,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-186,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-185,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-184,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-183,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-182,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-181,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-180,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-179,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-178,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-177,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-176,53.5467,-113.35465,Not Applicable,2012-02-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Other Causes,Maintenance
INC2012-175,43.551392,-79.593431,Not Applicable,2013-01-08T00:00:00,2013,Fire,Closed,TransCanada PipeLines Limited,Mississauga,Ontario,Not applicable,Not applicable,Construction,Yes,Pipeline,Equipment Failure,Maintenance
INC2012-174,53.54747,-113.35571,Not Applicable,2012-12-29T00:00:00,2012,Fire,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Equipment Failure,"Engineering and Planning,Tools and Equipment"
INC2012-173,50.60505,-108.70856,Not Provided,2012-12-26T00:00:00,2012,Release of Substance,Closed,TransCanada PipeLines Limited,Cabri,Saskatchewan,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Equipment Failure,Maintenance
INC2012-171,53.54719,-113.35571,Not Applicable,2012-12-15T00:00:00,2012,Serious Injury (CER or TSB),Closed,Enbridge Pipelines Inc.,Edmonton,Alberta,Not applicable,Not applicable,Construction,No,Not Available,"External Interference,Incorrect Operation","Human Factors,Inadequate Supervision,Standards and Procedures"
INC2012-168,45.239523,-66.102866,Not Provided,2012-12-07T00:00:00,2012,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Saint John,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Defect and Deterioration,Maintenance
INC2012-166,45.17667,-61.6226,Not Provided,2012-11-27T00:00:00,2012,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Goldboro,Nova Scotia,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Defect and Deterioration,Maintenance
INC2012-164,50.48053,-104.57829,Not Provided,2012-11-24T00:00:00,2012,Release of Substance,Closed,Enbridge Pipelines Inc.,Regina,Saskatchewan,Natural Gas Liquids,Gas,Operation,Yes,Metering,Equipment Failure,Maintenance
INC2012-162,45.27297,-73.893093,Not Provided,2012-11-22T00:00:00,2012,Release of Substance,Closed,TransCanada PipeLines Limited,Beauharnois,Quebec,Natural Gas - Sweet,Gas,Construction,Yes,Compression,Corrosion and Cracking,Maintenance
INC2012-161,43.406032,-80.43846,Not Applicable,2012-11-22T00:00:00,2012,Fire,Closed,TransCanada PipeLines Limited,Kitchener,Ontario,Not applicable,Not applicable,Construction,No,Not Available,External Interference,Standards and Procedures
INC2012-159,55.15019444,-121.4512055,Not Provided,2012-11-18T00:00:00,2012,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,British Columbia,Natural Gas - Sour,Gas,Operation,Yes,Pipeline,Corrosion and Cracking,"Maintenance,Standards and Procedures"
INC2012-158,49.98008,-109.12,Not Provided,2012-11-18T00:00:00,2012,Release of Substance,Closed,Foothills Pipe Lines (Saskatchewan) Ltd.,Shaunavon,Saskatchewan,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Equipment Failure,Maintenance
INC2012-157,54.043732,-117.421244,Not Provided,2012-11-15T00:00:00,2012,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Fox Creek,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Corrosion and Cracking,Engineering and Planning
INC2012-156,46.050194,-65.259182,Not Provided,2012-11-14T00:00:00,2012,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Salisbury,New Brunswick,Natural Gas - Sweet,Gas,Maintenance,Yes,Metering,Equipment Failure,Maintenance
INC2012-155,57.36002,-119.74979,Not Applicable,2012-11-12T00:00:00,2012,Fire,Closed,NOVA Gas Transmission Ltd.,Manning,Alberta,Not applicable,Not applicable,Construction,No,Not Available,External Interference,Maintenance
INC2012-154,45.806186,-66.593942,Not Provided,2012-11-08T00:00:00,2012,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Lincoln,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Defect and Deterioration,Maintenance
INC2012-153,54.26029388,-115.2028366,Not Provided,2012-11-01T00:00:00,2012,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Not specified,Alberta,Natural Gas - Sweet,Gas,Operation,No,Not Available,Equipment Failure,Maintenance
INC2012-152,49.238462,-115.855313,Not Provided,2012-11-01T00:00:00,2012,Release of Substance,Closed,TransCanada PipeLines Limited B.C. System,Moyie,British Columbia,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Defect and Deterioration,Maintenance
INC2012-151,55.04178,-114.46266,Not Provided,2012-10-29T00:00:00,2012,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Slave Lake,Alberta,Natural Gas - Sweet,Gas,Maintenance,No,Not Available,Equipment Failure,Maintenance
INC2012-150,49.38796,-82.43616,Not Provided,2012-10-29T00:00:00,2012,Release of Substance,Closed,TransCanada PipeLines Limited,Kapuskasing,Ontario,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Equipment Failure,Engineering and Planning
INC2012-149,42.95261,-82.37433,7.4400,2012-10-29T00:00:00,2012,Release of Substance,Closed,Enbridge Pipelines Inc.,Sarnia,Ontario,Crude Oil - Sour,Liquid,Operation,Yes,Storage,Equipment Failure,Maintenance
INC2012-148,51.482482,-107.525115,Not Applicable,2012-10-27T00:00:00,2012,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Rosetown,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Engineering and Planning
INC2012-146,54.539693,-115.919971,Not Applicable,2012-10-22T00:00:00,2012,Operation Beyond Design Limits,Closed,NOVA Gas Transmission Ltd.,Swan Hill,Alberta,Not applicable,Not applicable,Operation,Yes,Metering,Equipment Failure,Engineering and Planning
INC2012-144,49.72752728,-95.125515,Not Provided,2012-10-09T00:00:00,2012,Release of Substance,Closed,TransCanada PipeLines Limited,Kenora,Ontario,Natural Gas - Sweet,Gas,Maintenance,Yes,Pipeline,Corrosion and Cracking,Engineering and Planning
INC2012-142,52.06411,-114.91249,Not Applicable,2012-10-05T00:00:00,2012,Fire,Closed,NOVA Gas Transmission Ltd.,Caroline,Alberta,Not applicable,Not applicable,Operation,Yes,Compression,Incorrect Operation,Human Factors
INC2012-141,50.48045,-104.57805,Not Provided,2012-10-04T00:00:00,2012,Release of Substance,Closed,Enbridge Pipelines Inc.,Regina,Saskatchewan,Natural Gas - Sweet,Gas,Maintenance,Yes,Metering,"Equipment Failure,External Interference","Maintenance,Standards and Procedures"
INC2012-140,50.74405,-112.06708,Not Provided,2012-10-04T00:00:00,2012,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Rosemary,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Corrosion and Cracking,Maintenance
INC2012-139,56.55718,-119.02232,Not Applicable,2012-10-03T00:00:00,2012,Operation Beyond Design Limits,Closed,NOVA Gas Transmission Ltd.,Hines Creek,Alberta,Not applicable,Not applicable,Operation,Yes,Pumping,Incorrect Operation,Human Factors
INC2012-138,50.024295,-99.454233,Not Provided,2012-10-02T00:00:00,2012,Release of Substance,Closed,TransCanada PipeLines Limited,Carberry,Manitoba,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Defect and Deterioration,Engineering and Planning
INC2012-137,50.07455,-100.00074,Not Provided,2012-10-02T00:00:00,2012,Release of Substance,Closed,TransCanada PipeLines Limited,Rapid City,Manitoba,Natural Gas - Sweet,Gas,Maintenance,Yes,Compression,Defect and Deterioration,Maintenance
