Incidents,Latitude,Longitude,Volume approx. rejeté,Date/année du signalement,Type d’incident,État,Société,Centre de population le plus près,Provinces,Substance, Type de rejet,Étape du cycle de vie,Des composantes du réseau ont-elles été en cause?,Composantes en cause,Ce qui s’est passé,Causes
INC2012-166,45.17667,-61.6226,Non fourni,2012-11-27T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Goldboro,Nouvelle-Écosse,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défectuosité et détérioration,Entretien
INC2012-164,50.48053,-104.57829,Non fourni,2012-11-24T00:00:00,Déversement de substance,Fermé,Enbridge Pipelines Inc.,Regina,Saskatchewan,Liquides de gaz naturel,Gaz,Exploitation,Yes,Comptage,Défaillance d’équipement,Entretien
INC2012-162,45.27297,-73.893093,Non fourni,2012-11-22T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Beauharnois,Québec,Gaz Naturel - non sulfureux,Gaz,Construction,Yes,Compression,Corrosion et fissuration,Entretien
INC2012-161,43.406032,-80.43846,Sans objet,2012-11-22T00:00:00,Incendie,Fermé,TransCanada PipeLines Limited,Kitchener,Ontario,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,Interférences extérieures,Normes et procédures
INC2012-159,55.15019444,-121.4512055,Non fourni,2012-11-18T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,Colombie-Britannique,Gaz naturel - sulfureux,Gaz,Exploitation,Yes,Pipeline,Corrosion et fissuration,"Entretien,Normes et procédures"
INC2012-158,49.98008,-109.12,Non fourni,2012-11-18T00:00:00,Déversement de substance,Fermé,Foothills Pipe Lines (Saskatchewan) Ltd.,Shaunavon,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défaillance d’équipement,Entretien
INC2012-157,54.043732,-117.421244,Non fourni,2012-11-15T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Fox Creek,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Corrosion et fissuration,Ingénierie et planification
INC2012-156,46.050194,-65.259182,Non fourni,2012-11-14T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Salisbury,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Entretien,Yes,Comptage,Défaillance d’équipement,Entretien
INC2012-155,57.36002,-119.74979,Sans objet,2012-11-12T00:00:00,Incendie,Fermé,NOVA Gas Transmission Ltd.,Manning,Alberta,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,Interférences extérieures,Entretien
INC2012-154,45.806186,-66.593942,Non fourni,2012-11-08T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Lincoln,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défectuosité et détérioration,Entretien
INC2012-153,54.26029388,-115.2028366,Non fourni,2012-11-01T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Not specified,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Défaillance d’équipement,Entretien
INC2012-152,49.238462,-115.855313,Non fourni,2012-11-01T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited B.C. System,Moyie,Colombie-Britannique,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défectuosité et détérioration,Entretien
INC2012-151,55.04178,-114.46266,Non fourni,2012-10-29T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Slave Lake,Alberta,Gaz Naturel - non sulfureux,Gaz,Entretien,No,Non disponible,Défaillance d’équipement,Entretien
INC2012-150,49.38796,-82.43616,Non fourni,2012-10-29T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Kapuskasing,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défaillance d’équipement,Ingénierie et planification
INC2012-149,42.95261,-82.37433,7.4400,2012-10-29T00:00:00,Déversement de substance,Fermé,Enbridge Pipelines Inc.,Sarnia,Ontario,Pétrole brut sulfureux,Liquide,Exploitation,Yes,Stockage,Défaillance d’équipement,Entretien
INC2012-148,51.482482,-107.525115,Sans objet,2012-10-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Rosetown,Saskatchewan,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Interférences extérieures,Ingénierie et planification
INC2012-146,54.539693,-115.919971,Sans objet,2012-10-22T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,NOVA Gas Transmission Ltd.,Swan Hill,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Comptage,Défaillance d’équipement,Ingénierie et planification
INC2012-144,49.72752728,-95.125515,Non fourni,2012-10-09T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Kenora,Ontario,Gaz Naturel - non sulfureux,Gaz,Entretien,Yes,Pipeline,Corrosion et fissuration,Ingénierie et planification
INC2012-142,52.06411,-114.91249,Sans objet,2012-10-05T00:00:00,Incendie,Fermé,NOVA Gas Transmission Ltd.,Caroline,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Compression,Erreur d’exploitation,Facteurs humains
INC2012-141,50.48045,-104.57805,Non fourni,2012-10-04T00:00:00,Déversement de substance,Fermé,Enbridge Pipelines Inc.,Regina,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Entretien,Yes,Comptage,"Défaillance d’équipement,Interférences extérieures","Entretien,Normes et procédures"
INC2012-140,50.74405,-112.06708,Non fourni,2012-10-04T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Rosemary,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Corrosion et fissuration,Entretien
INC2012-139,56.55718,-119.02232,Sans objet,2012-10-03T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,NOVA Gas Transmission Ltd.,Hines Creek,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pompage,Erreur d’exploitation,Facteurs humains
INC2012-138,50.024295,-99.454233,Non fourni,2012-10-02T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Carberry,Manitoba,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défectuosité et détérioration,Ingénierie et planification
INC2012-137,50.07455,-100.00074,Non fourni,2012-10-02T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Rapid City,Manitoba,Gaz Naturel - non sulfureux,Gaz,Entretien,Yes,Compression,Défectuosité et détérioration,Entretien
INC2012-135,43.87374,-79.57984,Sans objet,2012-09-30T00:00:00,Incendie,Fermé,TransCanada PipeLines Limited,Vaughan,Ontario,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,Interférences extérieures,Normes et procédures
INC2012-134,53.65218,-116.09968,Sans objet,2012-09-28T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,NOVA Gas Transmission Ltd.,Hinton,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,"Interférences extérieures,Erreur d’exploitation",Supervision insuffisante
INC2012-133,45.806186,-66.593942,5.7000,2012-09-28T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Lincoln,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défaillance d’équipement,Entretien
INC2012-132,51.86536,-109.02607,Sans objet,2012-09-27T00:00:00,Incendie,Fermé,Enbridge Pipelines Inc.,Kerrobert,Saskatchewan,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Erreur d’exploitation,Ingénierie et planification
INC2012-131,50.0747,-100.00049,10.0000,2012-09-27T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Rapid City,Manitoba,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,"Défectuosité et détérioration,Défaillance d’équipement","Entretien,Normes et procédures"
INC2012-130,52.29348,-111.09216,Sans objet,2012-09-26T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,TransCanada Keystone Pipeline GP Ltd.,Hardisty,Alberta,N'est pas applicable,N'est pas applicable,Construction,Yes,Pipeline,Défaillance d’équipement,Normes et procédures
INC2012-128,52.93315,-114.88072,Sans objet,2012-09-21T00:00:00,"Explosion,Incendie",Fermé,NOVA Gas Transmission Ltd.,Drayton Valley,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Comptage,Défectuosité et détérioration,"Entretien,Normes et procédures"
INC2012-127,45.461,-66.99757,Non fourni,2012-09-21T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Flume Ridge,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défectuosité et détérioration,Entretien
INC2012-125,42.95262,-82.37435,0.0010,2012-09-18T00:00:00,Déversement de substance,Fermé,Enbridge Pipelines Inc.,Sarnia,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,"Interférences extérieures,Erreur d’exploitation","Ingénierie et planification,Normes et procédures"
INC2012-124,49.98,-109.12,Non fourni,2012-09-18T00:00:00,Déversement de substance,Fermé,Foothills Pipe Lines (Saskatchewan) Ltd.,Shaunavon,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défaillance d’équipement,Facteurs humains
INC2012-123,45.239404,-66.102907,Non fourni,2012-09-17T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Saint John,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Défectuosité et détérioration,Entretien
INC2012-122,50.48071,-105.86698,Sans objet,2012-09-12T00:00:00,Incendie,Fermé,TransCanada Keystone Pipeline GP Ltd.,Caronport,Saskatchewan,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pompage,Défaillance d’équipement,Entretien
INC2012-121,45.19227,-66.40471,Non fourni,2012-09-10T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Musquash,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Raclage,Défaillance d’équipement,Entretien
INC2012-120,55.56913,-121.94465,Non fourni,2012-09-10T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,Colombie-Britannique,Sulfure d'hydrogène,Divers,Exploitation,Yes,Usine de traitement,Défectuosité et détérioration,Entretien
INC2012-119,50.454722,-104.606667,Sans objet,2012-09-07T00:00:00,Incendie,Fermé,Enbridge Pipelines Inc.,Regina,Saskatchewan,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Interférences extérieures,Facteurs humains
INC2012-118,49.544121,-99.314964,Sans objet,2012-09-07T00:00:00,Incendie,Fermé,Enbridge Pipelines Inc.,Glenboro,Manitoba,N'est pas applicable,N'est pas applicable,Construction,Yes,Pipeline,"Défaillance d’équipement,Erreur d’exploitation",Entretien
INC2012-116,46.087816,-64.778231,Non fourni,2012-08-29T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Moncton,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défectuosité et détérioration,Normes et procédures
INC2012-115,55.09204,-119.85311,Non fourni,2012-08-27T00:00:00,Déversement de substance,Fermé,Burlington Resources Canada (Hunter) Ltd.,Elmworth,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Corrosion et fissuration,Ingénierie et planification
INC2012-114,49.48139,-91.95966,Non fourni,2012-08-25T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Ignace,Ontario,Gaz Naturel - non sulfureux,Gaz,Entretien,Yes,Compression,Défaillance d’équipement,Ingénierie et planification
INC2012-113,58.65325,-122.68505,Non fourni,2012-08-24T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,Colombie-Britannique,Mélange d'hydrocarbures à HPV,Gaz,Exploitation,No,Non disponible,Corrosion et fissuration,Entretien
INC2012-112,50.5882,-108.45721,Sans objet,2012-08-23T00:00:00,Incendie,Fermé,TransCanada PipeLines Limited,Cabri,Saskatchewan,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pipeline,Interférences extérieures,Entretien
INC2012-111,51.40776,-113.65548,34.9000,2012-08-22T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Airdrie,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défaillance d’équipement,Ingénierie et planification
INC2012-110,51.58466,-107.91601,Sans objet,2012-08-21T00:00:00,Incendie,Fermé,Enbridge Pipelines Inc.,Regina,Saskatchewan,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Interférences extérieures,Entretien
INC2012-109,49.69204,-87.24486,Non fourni,2012-08-21T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Jellicoe,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Corrosion et fissuration,Entretien
INC2012-107,45.23904,-66.1032,Non fourni,2012-08-20T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Saint John,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Corrosion et fissuration,Entretien
INC2012-106,58.48217,-119.92404,Sans objet,2012-08-16T00:00:00,Incendie,Fermé,NOVA Gas Transmission Ltd.,Rainbow Lake,Alberta,N'est pas applicable,N'est pas applicable,Construction,Yes,Compression,Interférences extérieures,Normes et procédures
INC2012-101,51.86562,-109.02627,Sans objet,2012-08-09T00:00:00,Incendie,Fermé,Enbridge Pipelines Inc.,Kerrobert,Saskatchewan,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pompage,Interférences extérieures,Outils et équipement
INC2012-100,45.88692,-66.5514,Non fourni,2012-08-07T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Lincoln,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Entretien,Yes,Comptage,Défectuosité et détérioration,Normes et procédures
INC2012-099,45.27916,-66.09058,Non fourni,2012-08-03T00:00:00,Déversement de substance,Fermé,Emera Brunswick Pipeline Company Ltd.,Saint John,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,"Défectuosité et détérioration,Défaillance d’équipement",Entretien
INC2012-098,43.00477,-79.05065,100.0000,2012-08-01T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Douglastown,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défaillance d’équipement,Entretien
INC2012-097,49.48156,-91.95934,Sans objet,2012-07-31T00:00:00,Incendie,Fermé,TransCanada PipeLines Limited,Ignace,Ontario,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Compression,Interférences extérieures,Entretien
INC2012-095,50.40093,-104.77915,Sans objet,2012-07-27T00:00:00,Explosion,Fermé,TransCanada PipeLines Limited,Regina,Saskatchewan,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Comptage,Défectuosité et détérioration,"Entretien,Normes et procédures"
INC2012-093,53.03778,-115.27248,Sans objet,2012-07-26T00:00:00,Explosion,Fermé,NOVA Gas Transmission Ltd.,Lodgepole,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Comptage,Défectuosité et détérioration,"Entretien,Normes et procédures"
INC2012-092,47.35983,-68.32515,10.0000,2012-07-16T00:00:00,Déversement de substance,Fermé,Twin Rivers Paper Company Inc.,Edmundston,Nouveau-Brunswick,Pâte liquide,Divers,Exploitation,No,Non disponible,À déterminer,À déterminer
INC2012-091,50.28593,-102.95152,Non fourni,2012-07-18T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Grenfell,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défectuosité et détérioration,"Entretien,Normes et procédures"
INC2012-090,57.36127,-119.75155,Sans objet,2012-07-16T00:00:00,Explosion,Fermé,NOVA Gas Transmission Ltd.,Manning,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Comptage,Défectuosité et détérioration,"Entretien,Normes et procédures"
INC2012-089,56.14632,-120.66908,Non fourni,2012-07-14T00:00:00,"Effets environnementaux négatifs,Déversement de substance",Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,Colombie-Britannique,Dioxyde de soufre,Divers,Entretien,No,Non disponible,Corrosion et fissuration,Ingénierie et planification
INC2012-088,52.50498,-115.48418,Sans objet,2012-02-02T00:00:00,Incendie,Fermé,NOVA Gas Transmission Ltd.,Rocky Mountain House,Alberta,N'est pas applicable,N'est pas applicable,Entretien,No,Non disponible,Erreur d’exploitation,Facteurs humains
INC2012-086,54.83015,-118.64728,5.0000,2012-07-11T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Grande Prairie,Alberta,Gaz Naturel - non sulfureux,Gaz,Entretien,Yes,Compression,Corrosion et fissuration,Entretien
INC2012-084,54.34676,-116.87305,Sans objet,2012-07-04T00:00:00,Explosion,Fermé,NOVA Gas Transmission Ltd.,Fox Creek,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Comptage,Défectuosité et détérioration,"Entretien,Normes et procédures"
INC2012-083,57.87538,-118.41276,Sans objet,2012-07-04T00:00:00,Explosion,Fermé,TransCanada PipeLines Limited,Paddle Prairie,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Compression,Défectuosité et détérioration,"Entretien,Normes et procédures"
INC2012-082,56.27789,-120.97802,Non fourni,2012-06-29T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Charlie Lake,Colombie-Britannique,Gaz naturel - sulfureux,Gaz,Exploitation,Yes,Pipeline,Défaillance d’équipement,Entretien
INC2012-081,57.06925,-121.63939,955000.0000,2012-06-29T00:00:00,"Incendie,Déversement de substance",Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Wonowon,Colombie-Britannique,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Corrosion et fissuration,"Ingénierie et planification,Entretien,Normes et procédures"
