Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Longitude,Pipeline Phase,Approximate Volume Released (m³),Substance,Release Type,Year,WhatHappened,WhyItHappened,Were Pipeline System Components Involved?,Pipeline System Components Involved
INC2015-028,Release of Substance,3/13/2015,Hardisty,Alberta,TransCanada Keystone Pipeline GP Ltd.,Closed,52.65396,-111.26847,Construction,2.3,Crude Oil - Sweet,Liquid,2015,"Equipment Failure,External Interference,Incorrect Operation","Engineering and Planning,Failure in communication,Human Factors,Inadequate Supervision,Tools and Equipment",1,"Pumping Station,Pipeline"
INC2015-029,Release of Substance,3/17/2015,Plum Coulee,Manitoba,Enbridge Pipelines Inc.,Closed,51.45,-107.3861111,Operation,0.0005,Natural Gas Liquids,Gas,2015,"External Interference,Incorrect Operation","Human Factors,Inadequate Supervision",0,
INC2015-030,Adverse Environmental Effects,3/20/2015,edmundston,New Brunswick,Twin Rivers Paper Company Inc.,Closed,47.361505,-68.32824,Operation,Not Applicable,Not Applicable,Not Applicable,2015,Equipment Failure,Engineering and Planning,0,
INC2015-031,Release of Substance,3/30/2015,"Dryden, Ontario",Ontario,TransCanada PipeLines Limited,Closed,49.78942,-92.76552,Operation,0.1,Natural Gas - Sweet,Gas,2015,Corrosion & Cracking,Engineering and Planning,1,
INC2015-032,Release of Substance,3/30/2015,Wonowon BC,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.708689,-121.766112,Operation,2.4,Natural Gas - Sour,Gas,2015,"Equipment Failure,External Interference",Human Factors,1,
INC2015-034,Operation Beyond Design Limits,3/31/2015,Cornwall,Ontario,Trans-Northern Pipelines Inc.,Closed,45.03715,-74.71838,Maintenance,Not Applicable,Not Applicable,Not Applicable,2015,"External Interference,Incorrect Operation",Engineering and Planning,0,Pumping Station
INC2015-035,Operation Beyond Design Limits,4/2/2015,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.544257,-113.35606,Operation,Not Applicable,Not Applicable,Not Applicable,2015,External Interference,Standards and Procedures,1,
INC2015-036,Release of Substance,4/7/2015,"Dryden, Ontario",Ontario,TransCanada PipeLines Limited,Closed,49.78942,-92.76552,Operation,1,Natural Gas - Sweet,Gas,2015,Corrosion & Cracking,Engineering and Planning,1,
INC2015-037,Fire,4/10/2015,"Rapid City, Manitoba",Manitoba,TransCanada Keystone Pipeline GP Ltd.,Closed,50.076253,-100.001452,Maintenance,Not Applicable,Not Applicable,Not Applicable,2015,Equipment Failure,Engineering and Planning,0,Pipeline
INC2015-038,Operation Beyond Design Limits,4/16/2015,Cromer,Manitoba,Enbridge Pipelines Inc.,Closed,49.752741,-101.238774,Operation,Not Applicable,Not Applicable,Not Applicable,2015,"External Interference,Incorrect Operation","Failure in communication,Maintenance,Standards and Procedures,Tools and Equipment",1,
INC2015-041,Fire,4/19/2015,Spirit River,Alberta,Pembina Energy Services Inc.,Closed,55.786645,-118.9348,Construction,Not Applicable,Not Applicable,Not Applicable,2015,Incorrect Operation,"Failure in communication,Human Factors,Inadequate Supervision",0,
INC2015-042,Release of Substance,4/20/2015,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.1463,-120.66917,Operation,268,Water,Miscellaneous,2015,External Interference,Maintenance,0,Pipeline
INC2015-043,Serious Injury (NEB or TSB),4/21/2015,Jasper,Alberta,Trans Mountain Pipeline ULC,Closed,53.010185,-118.100442,Construction,Not Applicable,Not Applicable,Not Applicable,2015,Incorrect Operation,Standards and Procedures,0,
INC2015-044,Release of Substance,4/22/2015,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14630285,-120.6691693,Maintenance,2.5,Amine,Miscellaneous,2015,"External Interference,Incorrect Operation",Human Factors,0,
INC2015-045,Release of Substance,4/28/2015,Grand Pointe,Ontario,Plains Midstream Canada ULC,Closed,42.469356,-82.369772,Operation,1.82,Mixed HVP Hydrocarbons,Gas,2015,"External Interference,Incorrect Operation",Tools and Equipment,1,
INC2015-046,Release of Substance,5/4/2015,Cold Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,54.69512814,-110.727294,Operation,41380,Natural Gas - Sweet,Gas,2015,"Corrosion & Cracking,External Interference",Maintenance,1,
INC2015-049,Release of Substance,5/6/2015,"Spririt River, Alberta",Alberta,NOVA Gas Transmission Ltd.,Closed,55.81518,-119.36579,Operation,0.1,Natural Gas - Sweet,Gas,2015,"Corrosion & Cracking,Defect & Deterioration",Engineering and Planning,1,
INC2015-050,Release of Substance,5/9/2015,Salisbury,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,46.16167,-65.34959,Operation,10374,Natural Gas - Sweet,Gas,2015,Equipment Failure,Maintenance,1,
INC2015-051,Release of Substance,5/9/2015,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.146,-120.671,Operation,262,Butane,Gas,2015,External Interference,"Engineering and Planning,Human Factors,Maintenance,Standards and Procedures",0,
INC2015-052,Fire,5/9/2015,Rosetown,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.586,-107.959,Operation,Not Applicable,Not Applicable,Not Applicable,2015,Incorrect Operation,Human Factors,0,
INC2015-053,Fire,5/11/2015,Glenboro Manitoba,Manitoba,Enbridge Pipelines Inc.,Closed,49.538348,-99.289286,Maintenance,Not Applicable,Not Applicable,Not Applicable,2015,External Interference,Standards and Procedures,0,
INC2015-054,Release of Substance,5/11/2015,"Quesnel, BC",British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,52.640194,-122.447333,Operation,1,Natural Gas - Sweet,Gas,2015,Equipment Failure,Maintenance,1,
INC2015-055,Release of Substance,5/12/2015,Dryden,Ontario,TransCanada PipeLines Limited,Closed,49.78942,-92.76552,Operation,0.1,Natural Gas - Sweet,Gas,2015,"Corrosion & Cracking,Incorrect Operation",Engineering and Planning,1,
INC2015-056,Release of Substance,5/12/2015,"Medicine Hat, Alberta",Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,50.16626,-110.59318,Operation,0.1,Natural Gas - Sweet,Gas,2015,To be determined,To be determined,0,
INC2015-057,Fire,5/13/2015,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.537622,-113.368289,Construction,Not Applicable,Not Applicable,Not Applicable,2015,External Interference,Inadequate Supervision,0,
INC2015-058,Operation Beyond Design Limits,5/13/2015,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.551922,-113.351563,Maintenance,Not Applicable,Not Applicable,Not Applicable,2015,External Interference,"Engineering and Planning,Standards and Procedures",0,
INC2015-059,Fire,5/20/2015,Burnaby BC,British Columbia,Trans Mountain Pipeline ULC,Closed,49.29045,-122.95047,Maintenance,Not Applicable,Not Applicable,Not Applicable,2015,External Interference,Maintenance,1,
INC2015-060,Release of Substance,5/22/2015,"Nipigon, Ontario",Ontario,TransCanada PipeLines Limited,Submitted,49.29537,-88.10128,Operation,2,Lube Oil,Liquid,2015,Corrosion & Cracking,Engineering and Planning,1,
INC2015-061,Fire,5/22/2015,Hardisty,Alberta,Enbridge Pipelines Inc.,Closed,52.63188,-111.282521,Construction,Not Applicable,Not Applicable,Not Applicable,2015,External Interference,"Human Factors,Inadequate Supervision",0,
INC2015-062,Fire,5/25/2015,Regina,Saskatchewan,Enbridge Pipelines Inc.,Closed,50.483487,-104.587856,Construction,Not Applicable,Not Applicable,Not Applicable,2015,Incorrect Operation,Human Factors,0,
INC2015-063,Release of Substance,5/25/2015,Dawson Creek,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.79306,-120.52312,Operation,2,Propane,Gas,2015,External Interference,Engineering and Planning,1,Pipeline
INC2015-064,Release of Substance,5/26/2015,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,56.145,-120.67,Operation,41,Contaminated Water,Miscellaneous,2015,"External Interference,Incorrect Operation","Engineering and Planning,Failure in communication,Human Factors",0,
INC2015-070,Release of Substance,6/18/2015,"Regina, Saskatchewan",Saskatchewan,Alliance Pipeline Ltd.,Closed,50.2520045,-104.408497,Maintenance,1,Natural Gas - Sweet,Gas,2015,External Interference,Engineering and Planning,1,
INC2015-071,Release of Substance,6/19/2015,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14630285,-120.6691693,Operation,2,Waste Oil,Liquid,2015,"Corrosion & Cracking,External Interference",Engineering and Planning,1,
INC2015-073,Release of Substance,6/27/2015,Hardisty,Alberta,Express Pipeline Ltd.,Closed,52.63471,-111.2641,Operation,16,Crude Oil - Sweet,Liquid,2015,External Interference,"Human Factors,Maintenance",0,
INC2015-074,Release of Substance,7/1/2015,"Chetwynd, BC",British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.572,-121.944,Operation,526,Natural Gas - Sour,Gas,2015,Defect & Deterioration,Tools and Equipment,1,
INC2015-075,Fire,7/3/2015,"Taylor, BC",British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.1441,-120.66393,Operation,Not Applicable,Not Applicable,Not Applicable,2015,External Interference,Standards and Procedures,1,Pipeline
INC2015-077,Fire,7/10/2015,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56909171,-121.9446616,Operation,Not Applicable,Not Applicable,Not Applicable,2015,"External Interference,Incorrect Operation",Standards and Procedures,1,Pipeline
INC2015-078,Adverse Environmental Effects,7/10/2015,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56909171,-121.9446616,Operation,Not Applicable,Not Applicable,Not Applicable,2015,External Interference,Engineering and Planning,0,
INC2015-079,Operation Beyond Design Limits,7/10/2015,"Savona, BC",British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,50.749402,-120.856615,Maintenance,Not Applicable,Not Applicable,Not Applicable,2015,"External Interference,Incorrect Operation","Failure in communication,Human Factors,Standards and Procedures",0,
INC2015-080,Release of Substance,7/13/2015,Karr Receipt Point is approximately 95 km SE of Grande Prairie,Alberta,Alliance Pipeline Ltd.,Closed,54.61366745,-118.2116069,Maintenance,1,Natural Gas - Sweet,Gas,2015,Incorrect Operation,Failure in communication,1,
INC2015-081,Operation Beyond Design Limits,7/13/2015,"Grande Prairie, Alberta",Alberta,NOVA Gas Transmission Ltd.,Closed,54.830119,-118.646961,Operation,Not Applicable,Not Applicable,Not Applicable,2015,Other Causes,Engineering and Planning,1,
INC2015-082,Release of Substance,7/14/2015,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56909171,-121.9446616,Operation,1.8,Sulphur,Miscellaneous,2015,Incorrect Operation,Standards and Procedures,1,Pipeline
INC2015-083,Release of Substance,7/16/2015,"Fort Nelson, BC",British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.654643,-122.68924,Operation,13.4,Natural Gas - Sour,Gas,2015,Equipment Failure,Maintenance,1,
INC2015-084,Release of Substance,7/20/2015,"Regina, Saskatchewan",Saskatchewan,Enbridge Pipelines Inc.,Submitted,50.482934,-104.586279,Operation,0.0001,Natural Gas Liquids,Gas,2015,"Equipment Failure,External Interference,Incorrect Operation",Maintenance,1,Pigging
INC2015-085,Release of Substance,7/23/2015,"Kerrobert Station is approximately 4km NW of the town of Kerrobert, Saskatchewan",Saskatchewan,Alliance Pipeline Ltd.,Closed,51.94,-109.18,Operation,28,Natural Gas - Sweet,Gas,2015,External Interference,Engineering and Planning,1,Pipeline
INC2015-087,Release of Substance,7/24/2015,Taylor BC,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14512,-120.66429,Operation,20,Produced Water,Miscellaneous,2015,"Equipment Failure,External Interference",Engineering and Planning,1,Pipeline
INC2015-088,Operation Beyond Design Limits,7/30/2015,"Grand Prairie, Alberta",Alberta,NOVA Gas Transmission Ltd.,Closed,54.830119,-118.646961,Operation,Not Applicable,Not Applicable,Not Applicable,2015,Other Causes,Engineering and Planning,1,
INC2015-090,Operation Beyond Design Limits,8/6/2015,Valleyview,Alberta,Alliance Pipeline Ltd.,Closed,54.4245,-117.75955,Operation,Not Applicable,Not Applicable,Not Applicable,2015,Incorrect Operation,"Engineering and Planning,Failure in communication",0,
INC2015-091,Release of Substance,8/17/2015,Chetwynd BC,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.57,-121.94,Operation,164,Natural Gas - Sour,Gas,2015,Corrosion & Cracking,Maintenance,1,Processing Plant
INC2015-092,Release of Substance,8/18/2015,Brockville,Ontario,TransCanada PipeLines Limited,Closed,44.682404,-75.622458,Operation,0.01,Natural Gas - Sweet,Gas,2015,Natural Force Damage,Engineering and Planning,1,
INC2015-093,Release of Substance,8/18/2015,Dawson Creek,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.791,-120.526,Operation,2.118,Propane,Gas,2015,External Interference,Engineering and Planning,0,
INC2015-095,Release of Substance,8/19/2015,"Fort St. John, B.C.",Alberta,NOVA Gas Transmission Ltd.,Closed,56.337317,-119.910103,Operation,2366,Natural Gas - Sweet,Gas,2015,Corrosion & Cracking,Maintenance,1,Pumping Station
INC2015-096,Release of Substance,8/21/2015,"Beiseker, AB",Alberta,NOVA Gas Transmission Ltd.,Closed,51.32322,-113.37743,Operation,0.001,Natural Gas - Sweet,Gas,2015,Corrosion & Cracking,Maintenance,1,
INC2015-097,"Explosion,Fire",8/24/2015,"Hardisty, Alberta",Alberta,Enbridge Pipelines Inc.,Closed,52.639314,-111.27931,Operation,Not Applicable,Not Applicable,Not Applicable,2015,Corrosion & Cracking,"Engineering and Planning,Human Factors,Inadequate Procurement",1,Processing Plant
INC2015-098,Release of Substance,8/24/2015,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.65324554,-122.6848231,Operation,135,Natural Gas - Sour,Gas,2015,"Equipment Failure,Incorrect Operation","Failure in communication,Inadequate Supervision",1,Pipeline
INC2015-100,Release of Substance,8/27/2015,Iroquois,Ontario,TransCanada PipeLines Limited,Closed,44.889561,-75.295674,Operation,0.01,Natural Gas - Sweet,Gas,2015,Corrosion & Cracking,Engineering and Planning,1,
INC2015-101,Fire,8/28/2015,Smoky Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,54.095881,-112.305035,Operation,Not Applicable,Not Applicable,Not Applicable,2015,Equipment Failure,Maintenance,1,
INC2015-102,Explosion,8/30/2015,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.6499,-122.20722,Operation,Not Applicable,Not Applicable,Not Applicable,2015,External Interference,"Engineering and Planning,Maintenance",1,
INC2015-103,Release of Substance,8/31/2015,"Mackenzie, BC",British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.42619,-122.67658,Operation,92300,Natural Gas - Sweet,Gas,2015,Equipment Failure,Engineering and Planning,1,Processing Plant
INC2015-104,Release of Substance,9/6/2015,"St.Paul, Alberta",Alberta,NOVA Gas Transmission Ltd.,Closed,53.914064,-111.700742,Operation,9510,Natural Gas - Sweet,Gas,2015,Corrosion & Cracking,Maintenance,1,Pumping Station
INC2015-105,Release of Substance,9/11/2015,Goldboro,Nova Scotia,EnCana Corporation,Closed,45.177234,-61.62299574,Operation,198,Natural Gas - Sweet,Gas,2015,"Defect & Deterioration,External Interference,Incorrect Operation",Maintenance,1,
INC2015-107,Release of Substance,9/13/2015,Bruce,Alberta,NOVA Gas Transmission Ltd.,Closed,53.195074,-111.90868,Operation,9744,Natural Gas - Sweet,Gas,2015,Corrosion & Cracking,Maintenance,1,Pumping Station
INC2015-108,Release of Substance,9/14/2015,City of Regina,Saskatchewan,Enbridge Pipelines Inc.,Submitted,50.482928,-104.586263,Operation,0.0001,Natural Gas Liquids,Gas,2015,"Equipment Failure,External Interference,Incorrect Operation",Tools and Equipment,1,
INC2015-109,Release of Substance,9/16/2015,"Cromer, MB",Manitoba,Enbridge Pipelines Inc.,Closed,49.749362,-101.244345,Operation,0.0076,Natural Gas Liquids,Gas,2015,External Interference,Maintenance,1,
INC2015-110,Release of Substance,9/18/2015,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.65324554,-122.6848231,Maintenance,11.611,Natural Gas - Sour,Gas,2015,Corrosion & Cracking,"Maintenance,Standards and Procedures",1,Pipeline
INC2015-112,Release of Substance,9/24/2015,"Moncton, NB",New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,46.11317,-64.71534,Operation,0.0001,Odourant,Miscellaneous,2015,Equipment Failure,Maintenance,1,
INC2015-113,Release of Substance,9/29/2015,"Hasler BC , Chetwynd BC",British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.571,-121.94,Operation,32.6,Natural Gas - Sour,Gas,2015,Corrosion & Cracking,Engineering and Planning,1,Pipeline
INC2015-114,Release of Substance,10/1/2015,"Alameda, Saskatchewan",Saskatchewan,Alliance Pipeline Ltd.,Closed,49.325059,-102.297403,Operation,1,Natural Gas - Sweet,Gas,2015,Incorrect Operation,Inadequate Supervision,1,Pipeline
INC2015-115,Release of Substance,10/9/2015,"Alameda, Saskatchewan",Saskatchewan,Alliance Pipeline Ltd.,Closed,49.325059,-102.297403,Operation,1,Natural Gas - Sweet,Gas,2015,External Interference,Engineering and Planning,1,
INC2015-116,Fire,10/14/2015,Sarnia,Ontario,Enbridge Pipelines Inc.,Closed,42.95261,-82.37433,Maintenance,Not Applicable,Not Applicable,Not Applicable,2015,External Interference,Maintenance,0,
